수익률	오피스텔 투자자들의 임대 __이 하락하고 있다.
시련	사람은 __을 겪으면서 성장해 나간다.
신진대사	규칙적인 음식 섭취는 __ 개선에 좋은 영향을 끼친다.
실속파	이 노트복은 기본 성능과 개성을 중시하는 __들을 위한 제품이다.
심혈	이 작품은 내가 1년 동안 __을 기울인 작품이다.
씀씀이	그녀는 __가 커서 매달 적자를 면하지 못한다.
압도	그 가수는 눈밫으로 좌중을 __하는 카리스마를 지녔다.
엉망진창	순간의 실수로 모든 것이 __이 되었다.
여백	그 한국화는 __의 미를 잘 살린 그림으로 평가 받고 있다.
역동적	이번 모터쇼에서 __인 디자인의 신형차가 시선을 끌었다.
온난화	지구 __ 현상의 주된 원인으로 온실 가스를 꼽을 수 있다.
우발적	전문가 분석으로 이 사건은 __이 아닌 계획적인 범행임이 밝혀졌다.
우스갯소리	내 친구는 가끔 __로 사람들을 웃기는 재주가 있다.
유대감	가족여행은 가족 간의 끈끈한 __을 키워준다.
유세	투표일이 다가올수록 각 당 후보자들의 선거 __가 점차 치열해지고 있다.
