이야기를 나누다	to talk with (someone), to converse with
방송에 나오다	to be on TV
꾸준히	steadily, consistently
운영하다	to operate, to manage
전문점	a specialty store, an establishment specializing in one thing
원래	originally, at first, usually
지역	area, region
그러던 어느 날	and then one day
관심을 가지다	to be interested in
격려하다	to encourage (someone)
용기가 생기다	to gain courage
인기상을 타다	to win the viewer's choice award
상금	prize money
조언 한 말씀 부탁드립니다	Please give some advice.
완벽하다	to be perfect
생활 속에서	in daily life, in everyday life
이만큼	this much, to this extent
자꾸	repetitively, over and over
도둑 역할	the role of the thief (in a play)
인기를 모으다	to gain popularity
개그맨	comedian
대사	lines (in a play/musical)
표정	facial expression
동작	movement, gesture
감정을 전달하다	to communicate emotion
마임	mime
무술	martial arts
훈련하다	to train, to drill
-을 꿈꾸다	to dream of -
무대에 서다	to take the stage
과정이 힘들다	the process is difficult
원하다	to desire, to want
박수	applause, clapping
초대 손님	special guest (on a TV show)
역할을 바꾸다	to switch roles
학습	studying, learning
유형	type, pattern, category
자세하게	in detail, specifically
전체적으로	overall, in general
해당되다	to apply, to pertain
깊이	deeply
머리 속으로	in one's head (without speaking)
-을 두러워하다	to be afraid, to fear -
생각나는 대로	as (something) comes to mind
틀리게 말하다	to misspeak
홀수	odd number
짝수	even number
생각형	type of person who thinks before acting
행동형	type of person who acts and thinks later
순서대로	in order, in sequence
요약하다	to summarize
줄거리	plot, synopsis, outline
답답하다	to feel frustrated
순차형	type of person who does things in order
전체형	type of person who looks at the big picture first
대가	a master, an expert at doing something
탱화 작가	Thangka painter
불교	Buddhism
-의 매력에 빠지다	to gain a fascination for -
얇다	to be thin
밑	below, beneath
베끼다	to trace or copy (a picture or text)
포기하다	to give up, to quit
초심	one's original feelings, how one felt at first
언어	language
하루아침에 이루어진 것이 아니다	"Rome wasn't built in a day"
열정	passion, dedication
진심으로 사랑하다	to sincerely love
